27.5 111 272 519 8 139 676 1596 2315 2088 1485 1502 1270 1319 684 346 179 157 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 28 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26.5 2 42 611 355 6 135 412 1866 2374 1900 1545 1234 1207 1070 665 340 102 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25.5 0 184 23 312 73 19 106 887 2236 2182 1793 1435 1372 1639 1637 586 125 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24.5 0 0 1 78 259 11 10 135 1073 2354 2139 2193 1827 1936 2035 954 253 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23.5 0 0 0 1 206 256 0 6 331 1715 2006 2083 2074 2074 1788 1541 414 25 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20 54 1 0 0 0 0 18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22.5 0 0 0 0 6 11 0 0 4 717 1519 2051 2111 2086 1818 916 178 20 1 0 0 0 0 0 0 0 0 0 0 0 30 57 87 52 64 214 15 3 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21.5 0 0 0 0 0 0 0 0 22 108 1266 1738 1958 2135 1936 1030 524 67 0 1 0 0 0 1 2 12 26 14 1 0 1 1 7 0 70 144 33 50 17 16 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
20.5 0 0 0 0 0 0 0 0 0 331 1595 1574 1790 1977 2142 2524 1571 379 91 0 0 0 0 1 17 53 34 23 0 0 0 0 0 0 0 0 15 44 312 164 171 9 13 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
19.5 0 0 0 0 0 0 0 0 0 27 691 1608 1924 1862 1940 2658 2584 2314 531 1 132 0 0 0 37 117 64 12 0 0 0 0 0 0 0 1 0 30 254 26 11 69 290 1641 447 87 3 0 0 0 0 0 0 0 0 0 0 0 0 0
18.5 0 0 0 0 0 0 0 3 0 0 2 408 735 715 849 1402 1457 2086 1749 93 100 19 9 12 88 168 55 3 0 0 0 0 0 0 0 0 22 186 102 1 92 226 456 647 636 190 77 15 150 32 26 3 3 0 0 0 0 0 0 0
17.5 0 0 0 0 0 0 0 0 0 0 0 0 2 294 1095 1190 1624 2502 1741 587 221 350 747 284 101 166 73 0 0 0 0 0 0 0 0 0 1 44 34 0 0 15 6 87 1 0 0 1 16 7 2 12 25 7 0 0 0 0 0 0
16.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 178 1065 1790 1812 1157 505 808 1348 1008 273 315 247 1 180 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 57 1 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 20 116 33 0 135 1000 1960 1509 901 1077 956 746 450 101 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 0 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 37 801 1298 1040 1113 1258 1001 470 280 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 20 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 254 619 531 882 891 344 32 0 4 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 20 13 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108 211 469 541 25 0 0 0 0 0 0 0 0 0 133 2 148 5 12 9 0 0 0 0 0 0 169 0 3 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 125 409 91 8 0 0 0 1 0 0 1 49 1268 223 62 39 232 23 0 6 1 12 16 1 5 37 0 1 0 0 0
10.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 228 1206 301 4 1 0 0 0 0 0 78 717 1598 1026 81 686 618 409 497 409 63 233 458 177 72 4 0 0 0 0 0
9.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 317 1482 663 8 28 143 116 7 7 127 84 461 216 82 1617 692 277 315 308 172 232 499 61 28 2 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 93 460 538 316 47 143 229 172 98 154 956 348 1480 1096 119 66 52 83 145 165 110 230 148 54 52 0 0 0 0
7.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 38 146 18 95 277 459 1275 698 648 1932 427 106 117 87 74 141 343 555 338 392 291 166 151 43 0 0 0
6.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 174 1562 1887 536 1285 2626 422 124 148 100 135 1290 1203 498 553 592 339 338 153 68 32 7 2
5.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 439 1194 1863 983 2605 1552 202 184 236 182 615 1041 1705 708 677 972 1304 925 375 167 106 103 89
4.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 951 2753 1666 1656 267 199 212 230 172 263 371 796 908 796 747 869 713 401 183 165 239 199
3.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 63 1414 3101 1637 618 235 213 194 183 177 153 214 515 957 655 446 247 172 295 170 195 519 251
2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 39 676 2384 1534 819 739 284 281 221 178 190 169 97 487 395 775 338 263 204 237 187 160 330 344
1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 7 312 1682 1883 739 347 348 364 409 237 149 115 124 176 815 674 276 214 292 187 323 292 244 264 303
0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 45 32 3 0 0 0 0 0 0 0 0 10 243 1711 2170 454 288 270 311 369 237 187 135 106 90 169 774 197 131 119 96 145 167 152 239 170 287
-0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231 109 34 0 0 0 0 0 0 0 1 64 500 3088 1857 217 190 134 151 149 95 150 123 121 67 63 49 36 50 32 55 176 159 91 110 120 188
-1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 161 18 7 0 0 0 0 0 0 0 48 214 556 3402 474 211 168 92 93 92 91 93 120 120 64 61 35 30 30 30 47 102 110 74 68 61 106
-2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 1 93 911 2735 559 287 130 121 121 121 91 106 93 92 76 61 31 30 30 30 30 51 60 47 41 41 61
-3.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 171 2663 1934 433 192 128 97 92 91 64 105 91 91 80 61 30 30 30 30 30 40 34 38 56 64 63
-4.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 427 2204 1263 890 133 115 91 91 89 52 77 69 61 61 49 30 30 30 30 30 30 47 61 81 88 127
-5.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 547 1531 1345 1335 286 131 129 121 136 97 92 91 82 62 50 31 31 56 30 30 30 32 81 92 107 143
-6.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 242 999 2875 2319 731 376 223 223 183 168 133 100 91 87 84 63 61 61 61 40 53 71 126 147 192 172
-7.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 164 455 2759 2555 781 463 280 276 218 183 160 161 144 86 77 63 61 65 63 104 86 152 132 276 355 297
-8.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 1938 3686 1867 1757 232 298 206 225 212 213 161 113 114 77 88 129 117 169 157 223 155 232 447 460
-9.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 460 4063 3066 1381 367 345 295 250 208 189 181 139 141 136 137 176 199 242 236 274 291 279 288 401
-10.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 771 50 2827 4215 2208 840 386 335 302 294 223 185 160 171 183 324 347 287 297 300 310 292 324 456 352
-11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 721 3835 4264 1467 1063 486 389 364 306 289 210 186 163 405 388 391 305 337 419 302 321 469 377
-12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1669 4325 3754 3695 1986 1453 529 379 306 278 217 184 178 219 268 349 353 381 331 319 375 407
-13.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 161 4558 4119 3384 4006 3606 3960 999 537 250 213 212 213 228 234 255 361 555 443 411 342 409
-14.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 810 3401 4232 4808 4279 4442 4162 1551 480 224 213 232 231 285 248 388 550 556 377 292 414
-15.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 97 1737 3598 4731 4562 4465 4033 3872 1024 475 219 264 247 297 288 264 404 322 237 226 430
-16.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 523 1758 2721 4362 4116 4136 3862 1669 463 288 313 357 376 157 205 138 132 123 213
-17.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 7 20 589 2041 4319 4260 3953 3726 2954 1894 696 301 303 254 224 130 123 122 126
-18.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 318 4079 4092 3768 4103 2863 2073 1021 322 280 441 386 143 126 122 147
-19.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 250 2539 4008 3784 4362 3814 3626 952 392 317 289 201 130 131 122 221
-20.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 216 1697 4052 3676 3897 3389 2362 983 561 332 209 152 120 135 193 305
-21.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 209 1405 4057 4307 4118 3437 2207 797 379 307 218 152 122 185 306 472
